customerID,Contract,tenure,TenureGroup,MonthlyCharges,MonthlyChargesGroup,InternetService,PaymentMethod,TechSupport,OnlineSecurity,DeviceProtection,Churn
1031-IIDEO,Month-to-month,1,"0-12 months",70.85,High,"Fiber optic","Electronic check",No,No,No,Yes
0968-GSIKN,Month-to-month,1,"0-12 months",70.8,High,"Fiber optic","Mailed check",No,No,No,Yes
3866-MDTUB,Month-to-month,2,"0-12 months",70.75,High,DSL,"Electronic check",No,Yes,No,Yes
0519-XUZJU,Month-to-month,1,"0-12 months",70.75,High,"Fiber optic","Mailed check",No,No,No,Yes
0685-MLYYM,Month-to-month,2,"0-12 months",70.75,High,"Fiber optic","Electronic check",No,No,No,Yes
9237-HQITU,Month-to-month,2,"0-12 months",70.7,High,"Fiber optic","Electronic check",No,No,No,Yes
8835-VSDSE,Month-to-month,2,"0-12 months",70.7,High,"Fiber optic","Electronic check",No,No,No,Yes
5028-GZLDO,Month-to-month,2,"0-12 months",70.7,High,"Fiber optic","Credit card (automatic)",No,No,No,Yes
4342-HENTK,Month-to-month,2,"0-12 months",70.65,High,"Fiber optic","Electronic check",No,No,No,Yes
1122-JWTJW,Month-to-month,1,"0-12 months",70.65,High,"Fiber optic","Mailed check",No,No,No,Yes
5940-AHUHD,Month-to-month,1,"0-12 months",70.6,High,"Fiber optic","Mailed check",No,No,No,Yes
5376-DEQCP,Month-to-month,1,"0-12 months",70.6,High,"Fiber optic","Electronic check",No,No,No,Yes
8051-HJRLT,Month-to-month,1,"0-12 months",70.55,High,"Fiber optic","Electronic check",No,No,No,Yes
1915-IOFGU,Month-to-month,1,"0-12 months",70.5,High,"Fiber optic","Electronic check",No,No,No,Yes
0390-DCFDQ,Month-to-month,1,"0-12 months",70.45,High,"Fiber optic","Mailed check",No,No,No,Yes
0515-YPMCW,Month-to-month,1,"0-12 months",70.45,High,"Fiber optic","Mailed check",No,No,No,Yes
4629-NRXKX,Month-to-month,2,"0-12 months",70.4,High,"Fiber optic","Electronic check",No,No,No,Yes
4763-PGDPO,Month-to-month,4,"0-12 months",70.4,High,"Fiber optic","Electronic check",No,No,No,Yes
2055-PDADH,Month-to-month,3,"0-12 months",70.4,High,"Fiber optic","Electronic check",No,No,No,Yes
4759-TRPLW,Month-to-month,1,"0-12 months",70.4,High,"Fiber optic","Electronic check",No,No,No,Yes
5804-LEPIM,Month-to-month,2,"0-12 months",70.35,High,"Fiber optic","Electronic check",No,No,No,Yes
7379-POKDZ,Month-to-month,3,"0-12 months",70.3,High,"Fiber optic","Electronic check",No,No,No,Yes
5976-JCJRH,Month-to-month,10,"0-12 months",70.3,High,"Fiber optic","Electronic check",No,No,No,Yes
6653-CBBOM,Month-to-month,1,"0-12 months",70.3,High,"Fiber optic","Electronic check",No,No,No,Yes
6168-WFVVF,Month-to-month,3,"0-12 months",70.3,High,"Fiber optic","Electronic check",No,No,No,Yes
1363-TXLSL,Month-to-month,1,"0-12 months",70.3,High,"Fiber optic","Electronic check",No,No,No,Yes
2446-PLQVO,Month-to-month,1,"0-12 months",70.3,High,"Fiber optic","Electronic check",No,No,No,Yes
2815-CPTUL,Month-to-month,5,"0-12 months",70.25,High,"Fiber optic","Mailed check",No,No,No,Yes
3244-DCJWY,Month-to-month,1,"0-12 months",70.25,High,"Fiber optic","Electronic check",No,No,No,Yes
2568-BRGYX,Month-to-month,4,"0-12 months",70.2,High,"Fiber optic","Electronic check",No,No,No,Yes
2260-USTRB,Month-to-month,2,"0-12 months",70.2,High,"Fiber optic","Bank transfer (automatic)",No,No,No,Yes
9408-SSNVZ,Month-to-month,4,"0-12 months",70.15,High,"Fiber optic","Electronic check",No,No,No,Yes
1846-XWOQN,Month-to-month,1,"0-12 months",70.15,High,"Fiber optic","Electronic check",No,No,No,Yes
2619-WFQWU,Month-to-month,1,"0-12 months",70.15,High,"Fiber optic","Mailed check",No,No,No,Yes
9985-MWVIX,Month-to-month,1,"0-12 months",70.15,High,"Fiber optic","Mailed check",No,No,No,Yes
5931-FLJJF,Month-to-month,7,"0-12 months",70.1,High,"Fiber optic","Mailed check",No,No,No,Yes
9540-JYROE,Month-to-month,8,"0-12 months",70.1,High,"Fiber optic","Mailed check",No,No,No,Yes
4702-IOQDC,Month-to-month,1,"0-12 months",70.1,High,"Fiber optic","Electronic check",No,No,No,Yes
6379-RXJRQ,Month-to-month,10,"0-12 months",70.1,High,"Fiber optic","Electronic check",No,No,No,Yes
0328-GRPMV,Month-to-month,1,"0-12 months",70.1,High,"Fiber optic","Electronic check",No,No,No,Yes
3494-JCHRQ,Month-to-month,1,"0-12 months",70.05,High,"Fiber optic","Electronic check",No,No,No,Yes
2608-BHKFN,Month-to-month,4,"0-12 months",70.05,High,"Fiber optic","Credit card (automatic)",No,No,No,Yes
6715-OFDBP,Month-to-month,5,"0-12 months",70.05,High,DSL,"Electronic check",No,No,Yes,Yes
