customerID,tenure,Contract,MonthlyCharges,InternetService,PaymentMethod,TechSupport,OnlineSecurity,DeviceProtection,Churn
5405-ZMYXQ,8,Month-to-month,74.6,"Fiber optic","Credit card (automatic)",No,No,No,No
3746-EUBYR,1,Month-to-month,74.6,"Fiber optic","Bank transfer (automatic)",No,No,No,Yes
3411-WLRSQ,3,Month-to-month,74.6,"Fiber optic","Bank transfer (automatic)",No,No,No,No
0709-TVGUR,9,Month-to-month,74.55,"Fiber optic","Electronic check",No,No,No,Yes
1428-GTBJJ,11,Month-to-month,74.55,"Fiber optic","Electronic check",No,No,No,Yes
2325-NBPZG,3,Month-to-month,74.55,"Fiber optic","Electronic check",No,Yes,No,No
3488-PGMQJ,8,Month-to-month,74.5,"Fiber optic","Electronic check",No,No,No,Yes
7180-PISOG,1,Month-to-month,74.5,"Fiber optic","Electronic check",No,No,No,Yes
3235-ETOOB,8,Month-to-month,74.5,"Fiber optic","Electronic check",No,Yes,No,Yes
7823-JSOAG,3,Month-to-month,74.5,"Fiber optic","Electronic check",No,No,No,No
4415-IJZTP,1,Month-to-month,74.5,"Fiber optic","Electronic check",No,No,No,Yes
1197-BVMVG,4,Month-to-month,74.45,"Fiber optic","Electronic check",No,No,No,No
2982-IHMFT,1,Month-to-month,74.45,"Fiber optic","Mailed check",No,No,No,Yes
9398-MMQTO,3,Month-to-month,74.45,"Fiber optic","Credit card (automatic)",No,No,No,No
0723-DRCLG,1,Month-to-month,74.45,"Fiber optic","Electronic check",No,No,No,Yes
0404-SWRVG,3,Month-to-month,74.4,"Fiber optic","Electronic check",No,No,No,Yes
0388-EOPEX,2,Month-to-month,74.4,"Fiber optic","Electronic check",No,Yes,No,Yes
6680-WKXRZ,3,Month-to-month,74.4,"Fiber optic","Bank transfer (automatic)",No,No,No,Yes
8699-ASUFO,7,Month-to-month,74.4,"Fiber optic","Mailed check",No,No,No,Yes
4102-OQUPX,1,Month-to-month,74.4,"Fiber optic","Electronic check",No,No,No,Yes
4505-EXZHB,6,Month-to-month,74.4,"Fiber optic","Electronic check",No,No,Yes,Yes
3551-HUAZH,1,Month-to-month,74.4,"Fiber optic","Electronic check",No,No,No,Yes
8361-LTMKD,4,Month-to-month,74.4,"Fiber optic","Mailed check",No,No,No,Yes
8372-JUXUI,1,Month-to-month,74.35,"Fiber optic","Electronic check",No,No,No,Yes
5956-VKDTT,5,Month-to-month,74.35,"Fiber optic","Electronic check",No,No,No,Yes
4274-OWWYO,1,Month-to-month,74.35,"Fiber optic","Electronic check",No,No,No,Yes
1867-BDVFH,11,Month-to-month,74.35,"Fiber optic","Electronic check",No,No,No,Yes
9840-EFJQB,1,Month-to-month,74.35,"Fiber optic","Electronic check",No,No,No,No
4343-EJVQB,7,Month-to-month,74.35,"Fiber optic","Mailed check",No,Yes,No,No
8083-YTZES,4,Month-to-month,74.35,"Fiber optic","Electronic check",No,No,No,Yes
8775-ERLNB,1,Month-to-month,74.3,"Fiber optic","Electronic check",No,No,No,No
9894-EZEWG,1,Month-to-month,74.3,"Fiber optic","Credit card (automatic)",No,No,No,Yes
4116-TZAQJ,9,Month-to-month,74.25,"Fiber optic","Credit card (automatic)",No,Yes,No,Yes
3707-GNWHM,1,Month-to-month,74.25,"Fiber optic","Mailed check",No,No,No,Yes
9306-CPCBC,3,Month-to-month,74.25,"Fiber optic","Electronic check",No,No,No,Yes
2880-FPNAE,2,Month-to-month,74.2,"Fiber optic","Electronic check",No,No,Yes,No
1833-VGRUM,1,Month-to-month,74.2,"Fiber optic","Electronic check",No,No,No,Yes
6347-DCUIK,10,Month-to-month,74.15,"Fiber optic","Mailed check",No,No,No,Yes
1658-TJVOA,6,Month-to-month,74.1,"Fiber optic","Electronic check",No,Yes,No,No
9850-OWRHQ,3,Month-to-month,74.1,"Fiber optic","Credit card (automatic)",No,No,No,Yes
6860-YRJZP,9,Month-to-month,74.05,"Fiber optic","Electronic check",No,No,No,No
4480-QQRHC,8,Month-to-month,74.05,"Fiber optic","Bank transfer (automatic)",No,No,Yes,No
0004-TLHLJ,4,Month-to-month,73.9,"Fiber optic","Electronic check",No,No,Yes,Yes
0122-OAHPZ,7,Month-to-month,73.85,"Fiber optic","Electronic check",No,No,No,Yes
4854-CIDCF,3,Month-to-month,73.85,"Fiber optic","Electronic check",No,No,Yes,No
8873-GLDMH,6,Month-to-month,73.85,"Fiber optic","Mailed check",No,No,No,No
6339-YPSAH,9,Month-to-month,73.8,"Fiber optic","Electronic check",No,No,Yes,No
4585-HETAI,4,Month-to-month,73.75,"Fiber optic","Electronic check",No,No,Yes,Yes
3070-DVEYC,7,Month-to-month,73.75,"Fiber optic","Mailed check",No,No,No,Yes
7603-USHJS,12,Month-to-month,73.75,"Fiber optic","Credit card (automatic)",No,No,No,Yes
8473-VUVJN,1,Month-to-month,73.65,"Fiber optic","Electronic check",No,No,No,Yes
6390-DSAZX,1,Month-to-month,73.6,"Fiber optic","Mailed check",No,Yes,No,Yes
8617-ENBDS,3,Month-to-month,73.6,"Fiber optic","Credit card (automatic)",No,No,Yes,No
1196-AMORA,7,Month-to-month,73.6,"Fiber optic","Electronic check",No,No,No,Yes
6513-EECDB,1,Month-to-month,73.55,"Fiber optic","Electronic check",No,No,No,Yes
2983-ZANRP,2,Month-to-month,73.55,"Fiber optic","Bank transfer (automatic)",No,No,No,Yes
9747-DDZOS,1,Month-to-month,73.5,"Fiber optic","Bank transfer (automatic)",No,No,Yes,Yes
5108-ADXWO,11,Month-to-month,73.5,"Fiber optic","Electronic check",No,Yes,No,Yes
8541-QVFKM,8,Month-to-month,73.5,"Fiber optic","Electronic check",No,No,No,No
8224-DWCKX,12,Month-to-month,73.3,"Fiber optic","Credit card (automatic)",No,No,No,No
6221-AVQYL,2,Month-to-month,73.25,"Fiber optic","Credit card (automatic)",No,No,No,Yes
1977-STDKI,1,Month-to-month,73,"Fiber optic","Electronic check",No,No,No,Yes
1391-UBDAR,11,Month-to-month,72.9,"Fiber optic","Electronic check",No,No,Yes,No
1907-UBQFC,10,Month-to-month,72.85,"Fiber optic","Electronic check",No,No,No,Yes
0581-BXBUB,4,Month-to-month,72.75,"Fiber optic","Electronic check",No,No,No,No
3295-YVUSR,2,Month-to-month,72.6,"Fiber optic","Mailed check",No,No,No,No
8111-RKSPX,4,Month-to-month,72.2,"Fiber optic","Bank transfer (automatic)",No,No,No,Yes
6331-LWDTQ,10,Month-to-month,72.15,DSL,"Credit card (automatic)",No,No,No,Yes
0021-IKXGC,1,Month-to-month,72.1,"Fiber optic","Electronic check",No,No,No,No
8380-PEFPE,1,Month-to-month,71.65,"Fiber optic","Electronic check",No,No,No,Yes
0508-OOLTO,2,Month-to-month,71.65,"Fiber optic","Electronic check",No,No,No,No
8644-XLFBW,1,Month-to-month,71.65,"Fiber optic","Electronic check",No,No,No,Yes
6140-QNRQQ,1,Month-to-month,71.55,"Fiber optic","Mailed check",No,No,No,Yes
3420-ZDBMA,5,Month-to-month,71.45,"Fiber optic","Mailed check",No,No,No,No
3177-LASXD,1,Month-to-month,71.35,"Fiber optic","Electronic check",No,No,No,Yes
8042-JVNFH,1,Month-to-month,71.35,"Fiber optic","Mailed check",No,No,No,Yes
4450-DLLMH,2,Month-to-month,71.3,"Fiber optic","Credit card (automatic)",No,No,No,No
3878-AVSOQ,1,Month-to-month,71.25,"Fiber optic","Electronic check",No,No,No,No
9488-HGMJH,1,Month-to-month,71.15,"Fiber optic","Electronic check",No,No,No,Yes
8040-MNRTF,1,Month-to-month,71.1,"Fiber optic","Mailed check",No,No,No,No
0511-JTEOY,1,Month-to-month,71.1,"Fiber optic","Mailed check",No,No,No,Yes
1077-HUUJM,7,Month-to-month,71.05,"Fiber optic","Electronic check",No,No,No,No
7409-KIUTL,1,Month-to-month,71,"Fiber optic","Electronic check",No,No,No,Yes
3422-LYEPQ,1,Month-to-month,71,"Fiber optic","Electronic check",No,No,No,Yes
3627-FCRDW,9,Month-to-month,71,"Fiber optic","Electronic check",No,No,No,Yes
3721-CNEYS,2,Month-to-month,70.95,"Fiber optic","Electronic check",No,No,No,Yes
3376-BMGFE,4,Month-to-month,70.9,"Fiber optic","Bank transfer (automatic)",No,No,No,Yes
0151-ONTOV,1,Month-to-month,70.9,"Fiber optic","Mailed check",No,No,No,Yes
0812-WUPTB,1,Month-to-month,70.85,"Fiber optic","Mailed check",No,No,No,Yes
1031-IIDEO,1,Month-to-month,70.85,"Fiber optic","Electronic check",No,No,No,Yes
0968-GSIKN,1,Month-to-month,70.8,"Fiber optic","Mailed check",No,No,No,Yes
3866-MDTUB,2,Month-to-month,70.75,DSL,"Electronic check",No,Yes,No,Yes
0519-XUZJU,1,Month-to-month,70.75,"Fiber optic","Mailed check",No,No,No,Yes
0685-MLYYM,2,Month-to-month,70.75,"Fiber optic","Electronic check",No,No,No,Yes
9237-HQITU,2,Month-to-month,70.7,"Fiber optic","Electronic check",No,No,No,Yes
3717-OEAUQ,2,Month-to-month,70.7,"Fiber optic","Mailed check",No,No,No,No
7967-HYCDE,8,Month-to-month,70.7,"Fiber optic","Bank transfer (automatic)",No,No,No,No
8835-VSDSE,2,Month-to-month,70.7,"Fiber optic","Electronic check",No,No,No,Yes
5028-GZLDO,2,Month-to-month,70.7,"Fiber optic","Credit card (automatic)",No,No,No,Yes
5032-MIYKT,1,Month-to-month,70.7,"Fiber optic","Mailed check",No,No,No,No
0644-OQMDK,4,Month-to-month,70.65,"Fiber optic","Electronic check",No,No,No,No
4342-HENTK,2,Month-to-month,70.65,"Fiber optic","Electronic check",No,No,No,Yes
1122-JWTJW,1,Month-to-month,70.65,"Fiber optic","Mailed check",No,No,No,Yes
5940-AHUHD,1,Month-to-month,70.6,"Fiber optic","Mailed check",No,No,No,Yes
8309-IEYJD,1,Month-to-month,70.6,"Fiber optic","Mailed check",No,No,No,No
9617-INGJY,1,Month-to-month,70.6,"Fiber optic","Mailed check",No,No,No,No
5376-DEQCP,1,Month-to-month,70.6,"Fiber optic","Electronic check",No,No,No,Yes
8051-HJRLT,1,Month-to-month,70.55,"Fiber optic","Electronic check",No,No,No,Yes
9620-ENEJV,6,Month-to-month,70.55,"Fiber optic","Credit card (automatic)",No,No,No,No
8270-RKSAP,9,Month-to-month,70.5,"Fiber optic","Electronic check",No,No,No,No
3496-LFSZU,4,Month-to-month,70.5,"Fiber optic","Electronic check",No,No,No,No
1915-IOFGU,1,Month-to-month,70.5,"Fiber optic","Electronic check",No,No,No,Yes
0390-DCFDQ,1,Month-to-month,70.45,"Fiber optic","Mailed check",No,No,No,Yes
0515-YPMCW,1,Month-to-month,70.45,"Fiber optic","Mailed check",No,No,No,Yes
4629-NRXKX,2,Month-to-month,70.4,"Fiber optic","Electronic check",No,No,No,Yes
4763-PGDPO,4,Month-to-month,70.4,"Fiber optic","Electronic check",No,No,No,Yes
2055-PDADH,3,Month-to-month,70.4,"Fiber optic","Electronic check",No,No,No,Yes
4759-TRPLW,1,Month-to-month,70.4,"Fiber optic","Electronic check",No,No,No,Yes
2905-KFQUV,2,Month-to-month,70.4,"Fiber optic","Credit card (automatic)",No,No,No,No
5804-LEPIM,2,Month-to-month,70.35,"Fiber optic","Electronic check",No,No,No,Yes
7321-VGNKU,2,Month-to-month,70.35,"Fiber optic","Electronic check",No,No,No,No
7465-ZZRVX,1,Month-to-month,70.35,"Fiber optic","Electronic check",No,No,No,No
5442-BHQNG,2,Month-to-month,70.35,"Fiber optic","Electronic check",No,No,No,No
7379-POKDZ,3,Month-to-month,70.3,"Fiber optic","Electronic check",No,No,No,Yes
5976-JCJRH,10,Month-to-month,70.3,"Fiber optic","Electronic check",No,No,No,Yes
4029-HPFVY,3,Month-to-month,70.3,"Fiber optic","Mailed check",No,No,No,No
9717-QEBGU,2,Month-to-month,70.3,"Fiber optic","Electronic check",No,No,No,No
6653-CBBOM,1,Month-to-month,70.3,"Fiber optic","Electronic check",No,No,No,Yes
6168-WFVVF,3,Month-to-month,70.3,"Fiber optic","Electronic check",No,No,No,Yes
1363-TXLSL,1,Month-to-month,70.3,"Fiber optic","Electronic check",No,No,No,Yes
2446-PLQVO,1,Month-to-month,70.3,"Fiber optic","Electronic check",No,No,No,Yes
2815-CPTUL,5,Month-to-month,70.25,"Fiber optic","Mailed check",No,No,No,Yes
1640-PLFMP,1,Month-to-month,70.25,"Fiber optic","Electronic check",No,No,No,No
3244-DCJWY,1,Month-to-month,70.25,"Fiber optic","Electronic check",No,No,No,Yes
9633-XQABV,3,Month-to-month,70.25,"Fiber optic","Electronic check",No,No,No,No
2501-XWWTZ,11,Month-to-month,70.2,"Fiber optic","Electronic check",No,No,No,No
2568-BRGYX,4,Month-to-month,70.2,"Fiber optic","Electronic check",No,No,No,Yes
7206-PQBBZ,11,Month-to-month,70.2,"Fiber optic","Electronic check",No,No,No,No
2260-USTRB,2,Month-to-month,70.2,"Fiber optic","Bank transfer (automatic)",No,No,No,Yes
7044-YAACC,4,Month-to-month,70.2,"Fiber optic","Electronic check",No,No,No,No
9605-WGJVW,1,Month-to-month,70.2,"Fiber optic","Electronic check",No,No,No,No
9408-SSNVZ,4,Month-to-month,70.15,"Fiber optic","Electronic check",No,No,No,Yes
6077-BDPXA,3,Month-to-month,70.15,"Fiber optic","Electronic check",No,No,No,No
9272-LSVYH,10,Month-to-month,70.15,"Fiber optic","Mailed check",No,No,No,No
1846-XWOQN,1,Month-to-month,70.15,"Fiber optic","Electronic check",No,No,No,Yes
7394-LWLYN,2,Month-to-month,70.15,"Fiber optic","Electronic check",No,No,No,No
2619-WFQWU,1,Month-to-month,70.15,"Fiber optic","Mailed check",No,No,No,Yes
9985-MWVIX,1,Month-to-month,70.15,"Fiber optic","Mailed check",No,No,No,Yes
5931-FLJJF,7,Month-to-month,70.1,"Fiber optic","Mailed check",No,No,No,Yes
2262-SLNVK,1,Month-to-month,70.1,"Fiber optic","Electronic check",No,No,No,No
9540-JYROE,8,Month-to-month,70.1,"Fiber optic","Mailed check",No,No,No,Yes
4702-IOQDC,1,Month-to-month,70.1,"Fiber optic","Electronic check",No,No,No,Yes
6379-RXJRQ,10,Month-to-month,70.1,"Fiber optic","Electronic check",No,No,No,Yes
0328-GRPMV,1,Month-to-month,70.1,"Fiber optic","Electronic check",No,No,No,Yes
5119-NZPTV,2,Month-to-month,70.1,"Fiber optic","Electronic check",No,No,No,No
1304-BCCFO,9,Month-to-month,70.05,DSL,"Mailed check",No,No,Yes,No
6705-LXORM,5,Month-to-month,70.05,"Fiber optic","Electronic check",No,No,No,No
3494-JCHRQ,1,Month-to-month,70.05,"Fiber optic","Electronic check",No,No,No,Yes
9603-OAIHC,1,Month-to-month,70.05,"Fiber optic","Electronic check",No,No,No,No
2608-BHKFN,4,Month-to-month,70.05,"Fiber optic","Credit card (automatic)",No,No,No,Yes
6715-OFDBP,5,Month-to-month,70.05,DSL,"Electronic check",No,No,Yes,Yes
5895-QSXOD,9,Month-to-month,70.05,"Fiber optic","Mailed check",No,No,No,No
